,main_level,main_level_tag,sub_level,sub_level_tag,problem_idx,problem_comment,input_comment,output_comment,sample_data,chatGPT_output_code,hidden_test_case
35,12,브루트 포스,4,체스판 다시 칠하기,1018,"지민이는 자신의 저택에서 MN개의 단위 정사각형으로 나누어져 있는 M×N 크기의 보드를 찾았다. 어떤 정사각형은 검은색으로 칠해져 있고, 나머지는 흰색으로 칠해져 있다. 지민이는 이 보드를 잘라서 8×8 크기의 체스판으로 만들려고 한다.","첫째 줄에 N과 M이 주어진다. N과 M은 8보다 크거나 같고, 50보다 작거나 같은 자연수이다. 둘째 줄부터 N개의 줄에는 보드의 각 행의 상태가 주어진다. B는 검은색이며, W는 흰색이다.",첫째 줄에 지민이가 다시 칠해야 하는 정사각형 개수의 최솟값을 출력한다.,"[['8 8\nWBWBWBWB\nBWBWBWBW\nWBWBWBWB\nBWBBBWBW\nWBWBWBWB\nBWBWBWBW\nWBWBWBWB\nBWBWBWBW', '1'], ['10 13\nBBBBBBBBWBWBW\nBBBBBBBBBWBWB\nBBBBBBBBWBWBW\nBBBBBBBBBWBWB\nBBBBBBBBWBWBW\nBBBBBBBBBWBWB\nBBBBBBBBWBWBW\nBBBBBBBBBWBWB\nWWWWWWWWWWBWB\nWWWWWWWWWWBWB', '12'], ['8 8\nBWBWBWBW\nWBWBWBWB\nBWBWBWBW\nWBWBWBWB\nBWBWBWBW\nWBWBWBWB\nBWBWBWBW\nWBWBWBWB', '0'], ['9 23\nBBBBBBBBBBBBBBBBBBBBBBB\nBBBBBBBBBBBBBBBBBBBBBBB\nBBBBBBBBBBBBBBBBBBBBBBB\nBBBBBBBBBBBBBBBBBBBBBBB\nBBBBBBBBBBBBBBBBBBBBBBB\nBBBBBBBBBBBBBBBBBBBBBBB\nBBBBBBBBBBBBBBBBBBBBBBB\nBBBBBBBBBBBBBBBBBBBBBBB\nBBBBBBBBBBBBBBBBBBBBBBW', '31'], ['10 10\nBBBBBBBBBB\nBBWBWBWBWB\nBWBWBWBWBB\nBBWBWBWBWB\nBWBWBWBWBB\nBBWBWBWBWB\nBWBWBWBWBB\nBBWBWBWBWB\nBWBWBWBWBB\nBBBBBBBBBB', '0'], ['8 8\nWBWBWBWB\nBWBWBWBW\nWBWBWBWB\nBWBBBWBW\nWBWBWBWB\nBWBWBWBW\nWBWBWWWB\nBWBWBWBW', '2'], ['11 12\nBWWBWWBWWBWW\nBWWBWBBWWBWW\nWBWWBWBBWWBW\nBWWBWBBWWBWW\nWBWWBWBBWWBW\nBWWBWBBWWBWW\nWBWWBWBBWWBW\nBWWBWBWWWBWW\nWBWWBWBBWWBW\nBWWBWBBWWBWW\nWBWWBWBBWWBW', '15']]","#include <stdio.h>
#define MAX_N 50
#define MAX_M 50

int N, M;
char board[MAX_N][MAX_M+1]; // 보드 상태를 저장하는 2차원 배열

int paint(int x, int y) { // (x, y)를 왼쪽 위 모서리로 하는 8x8 체스판을 다시 칠해야하는 최소 개수 반환
    int cnt1 = 0, cnt2 = 0; // cnt1: 왼쪽 위 모서리가 W인 경우 칠하는 최소 개수, cnt2: 왼쪽 위 모서리가 B인 경우 칠하는 최소 개수
    for (int i = x; i < x + 8; i++) {
        for (int j = y; j < y + 8; j++) {
            if ((i + j) % 2 == 0) { // (i, j)가 흰색이어야 하는 경우
                if (board[i][j] == 'B') cnt1++;
                else cnt2++;
            } else { // (i, j)가 검은색이어야 하는 경우
                if (board[i][j] == 'W') cnt1++;
                else cnt2++;
            }
        }
    }
    return cnt1 < cnt2 ? cnt1 : cnt2; // 더 적게 칠하는 최소 개수 반환
}

int main() {
    scanf(""%d %d"", &N, &M);
    for (int i = 0; i < N; i++) {
        scanf(""%s"", board[i]);
    }

    int min_cnt = N*M; // 모든 칸을 다시 칠해야하는 경우가 최악의 경우이므로, 최대값으로 초기화
    for (int i = 0; i <= N-8; i++) {
        for (int j = 0; j <= M-8; j++) {
            int cnt = paint(i, j); // (i, j)를 왼쪽 위 모서리로 하는 8x8 체스판을 다시 칠해야하는 최소 개수
            if (cnt < min_cnt) min_cnt = cnt;
        }
    }

    printf(""%d\n"", min_cnt); // 최소값 출력

    return 0;
}","[['9 9\nWBWBWBWBW\nBWBWBWBWB\nWBWBWBWBW\nBWBWBWBWB\nWBWBWBWBW\nBWBWBWBWB\nWBWBWBWBW\nBWBWBWBWB\nWBWBWBWBW', '0'], ['8 8\nBBBBBBBB\nBBBBBBBB\nBBBBBBBB\nBBBBBBBB\nBBBBBBBB\nBBBBBBBB\nBBBBBBBB\nBBBBBBBB', '32'], ['8 8\nBBBBBBBB\nBBBBBBBB\nBBBBBBBB\nBBBBBBBB\nBWWWWWWW\nBWWWWWWW\nBWWWWWWW\nBWWWWWWW', '32'], ['50 50\nWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\nB\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB\nWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWB', '0'], ['12 12\nBBBBBBBBBBBB\nBBWBBBBBBBWB\nBBWBBBBWBBBB\nBBWBBBWBWBBB\nBWWBBWBBBWBB\nBWBWBBBBWBBB\nBWWBBBBWBWBB\nBWBWBWBBBBWB\nBWBWBBBBBBBW\nBWWBWWWWWBWB\nBWBWWBWWBWBB\nBBBBBBBBBBBB', '21'], ['10 10\nWWWWWWWWWW\nWWWWWWWWWW\nWWWWWWWWWW\nWWWWWWWWWW\nWWWWWWWWWW\nWWWWWWWWWW\nWWWWWWWWWW\nWWWWWWWWWW\nWWWWWWWWWW\nWWWWWWWWWW', '32'], ['50 50\nBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB\nWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB', '0'], ['10 10\nWBBBBBBBB\nBBBBBBBBW\nWBBBBBBBB\nBBBBBBBBW\nWBBBBBBBB\nBBBBBBBBW\nWBBBBBBBB\nBBBBBBBBW\nWBBBBBBBB\nBBBBBBBBW', '28'], ['8 8\nWWBBWWBW\nBWBWWBWB\nWWBWWBWB\nBBWWBWBW\nWBBWBBWW\nBWBWBWBW\nWBBWBWBW\nBWBWBWBB', '25'], ['15 50\nBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB\nWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW\nBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB\nWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW\nBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB\nWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW\nBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB\nWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW\nBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB\nWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW\nBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB\nWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW\nBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB\nWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW\nBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB', '24']]"
36,12,브루트 포스,5,영화감독 숌,1436,"666은 종말을 나타내는 수라고 한다. 따라서, 많은 블록버스터 영화에서는 666이 들어간 제목을 많이 사용한다. 영화감독 숌은 세상의 종말 이라는 시리즈 영화의 감독이다. 조지 루카스는 스타워즈를 만들 때, 스타워즈 1, 스타워즈 2, 스타워즈 3, 스타워즈 4, 스타워즈 5, 스타워즈 6과 같이 이름을 지었고, 피터 잭슨은 반지의 제왕을 만들 때, 반지의 제왕 1, 반지의 제왕 2, 반지의 제왕 3과 같이 영화 제목을 지었다. 하지만 숌은 자신이 조지 루카스와 피터 잭슨을 뛰어넘는다는 것을 보여주기 위해서 영화 제목을 좀 다르게 만들기로 했다.","첫째 줄에 N이 주어진다. N은 10,000보다 작거나 같은 자연수이다.",첫째 줄에 N번째 영화의 제목에 들어간 수를 출력한다.,"[['2', '1666'], ['3', '2666'], ['6', '5666'], ['187', '66666'], ['500', '166699']]","#include <stdio.h>

int main() {
    int n, cnt = 0, num = 665; // num 초기값은 665
    scanf(""%d"", &n);

    while(cnt < n) {
        num++; // 1씩 증가시키며
        int temp = num; // temp에 복사
        while(temp >= 666) { // 666 이상이라면
            if(temp % 1000 == 666) { // 뒤 3자리 확인
                cnt++; // 666이 있다면 cnt 증가
                break;
            }
            temp /= 10; // 한 자리씩 앞으로 이동
        }
    }

    printf(""%d"", num);
    return 0;
}","[['1', '666'], ['8', '6661'], ['13', '6666'], ['16', '6669'], ['42', '23666'], ['100', '54666'], ['234', '76664'], ['888', '326663'], ['999', '366638'], ['1000', '366639']]"
37,12,브루트 포스,6,설탕 배달,2839,상근이는 요즘 설탕공장에서 설탕을 배달하고 있다. 상근이는 지금 사탕가게에 설탕을 정확하게 N킬로그램을 배달해야 한다. 설탕공장에서 만드는 설탕은 봉지에 담겨져 있다. 봉지는 3킬로그램 봉지와 5킬로그램 봉지가 있다.,첫째 줄에 N이 주어진다. (3 ≤ N ≤ 5000),"상근이가 배달하는 봉지의 최소 개수를 출력한다. 만약, 정확하게 N킬로그램을 만들 수 없다면 -1을 출력한다.","[['18', '4'], ['4', '-1'], ['6', '2'], ['9', '3'], ['11', '3']]","#include <stdio.h>

int main() {
    int n;
    scanf(""%d"", &n);

    int count = -1;
    for (int i = n / 5; i >= 0; i--) {
        if ((n - (i * 5)) % 3 == 0) {
            count = i + (n - (i * 5)) / 3;
            break;
        }
    }

    printf(""%d\n"", count);

    return 0;
}","[['3', '1'], ['8', '2'], ['10', '2'], ['15', '3'], ['16', '4'], ['19', '5'], ['30', '6'], ['4', '-1'], ['5', '1'], ['6', '2']]"
38,13,정렬,1,수 정렬하기,2750,"N개의 수가 주어졌을 때, 이를 오름차순으로 정렬하는 프로그램을 작성하시오.","첫째 줄에 수의 개수 N(1 ≤ N ≤ 1,000)이 주어진다. 둘째 줄부터 N개의 줄에는 수가 주어진다. 이 수는 절댓값이 1,000보다 작거나 같은 정수이다. 수는 중복되지 않는다.",첫째 줄부터 N개의 줄에 오름차순으로 정렬한 결과를 한 줄에 하나씩 출력한다.,"[['5\n5\n2\n3\n4\n1', '1\n2\n3\n4\n5']]","#include <stdio.h>
#include <stdlib.h>

int compare(const void* a, const void* b) { // 오름차순 비교 함수
    if (*(int*)a > *(int*)b) return 1;
    else if (*(int*)a < *(int*)b) return -1;
    else return 0;
}

int main() {
    int n;
    scanf(""%d"", &n);

    int arr[n];
    for (int i = 0; i < n; i++) {
        scanf(""%d"", &arr[i]); // 수 입력받음
    }

    qsort(arr, n, sizeof(int), compare); // 퀵 정렬 함수를 이용하여 오름차순으로 정렬

    for (int i = 0; i < n; i++) {
        printf(""%d\n"", arr[i]); // 정렬된 수 출력
    }

    return 0;
}","[['3\n2\n1\n3', '1\n2\n3'], ['5\n5\n4\n3\n2\n1', '1\n2\n3\n4\n5'], ['4\n4\n3\n2\n1', '1\n2\n3\n4'], ['6\n5\n1\n3\n4\n2\n6', '1\n2\n3\n4\n5\n6'], ['2\n1\n-1', '-1\n1'], ['7\n7\n6\n5\n4\n3\n2\n1', '1\n2\n3\n4\n5\n6\n7'], ['10\n1\n4\n6\n9\n3\n2\n5\n7\n8\n10', '1\n2\n3\n4\n5\n6\n7\n8\n9\n10'], ['3\n-1\n0\n1', '-1\n0\n1'], ['8\n1\n4\n7\n6\n3\n5\n2\n8', '1\n2\n3\n4\n5\n6\n7\n8'], ['1\n1', '1']]"
39,13,정렬,3,커트라인,25305,"2022 연세대학교 미래캠퍼스 슬기로운 코딩생활에
N
$N$명의 학생들이 응시했다.","첫째 줄에는 응시자의 수
N
$N$과 상을 받는 사람의 수
k
$k$가 공백을 사이에 두고 주어진다.",상을 받는 커트라인을 출력하라.,"[['5 2\n100 76 85 93 98', '98']]","#define _CRT_SECURE_NO_WARNINGS
#include <stdio.h>
#include <stdlib.h>

int cmp(const void *a, const void *b) {
    return *(int*)b - *(int*)a;
}

int main() {
    int n, k;
    scanf(""%d %d"", &n, &k);

    int scores[n];
    for (int i = 0; i < n; i++) {
        scanf(""%d"", &scores[i]);
    }

    qsort(scores, n, sizeof(int), cmp);

    printf(""%d"", scores[k-1]);

    return 0;
}","[['7 3\n20 30 40 50 60 70 80', '60'], ['5 1\n90 70 80 60 75', '90'], ['3 1\n50 30 40', '50'], ['7 1\n60 70 80 90 100 110 120', '120'], ['4 1\n3 2 1 4', '4'], ['2 1\n50 40', '50'], ['3 1\n50 60 70', '70'], ['5 3\n50 70 80 90 60', '70'], ['7 3\n90 95 85 80 75 70 65', '85'], ['1 1\n84', '84']]"
40,13,정렬,6,소트인사이드,1427,"배열을 정렬하는 것은 쉽다. 수가 주어지면, 그 수의 각 자리수를 내림차순으로 정렬해보자.","첫째 줄에 정렬하려고 하는 수 N이 주어진다. N은 1,000,000,000보다 작거나 같은 자연수이다.",첫째 줄에 자리수를 내림차순으로 정렬한 수를 출력한다.,"[['2143', '4321'], ['999998999', '999999998'], ['61423', '64321'], ['500613009', '965310000']]","#include <stdio.h>
#include <string.h>
#include <stdlib.h>

int desc(const void *a, const void *b) {
    return *(char*)b - *(char*)a; // 내림차순 정렬을 위한 비교 함수
}

int main() {
    char str[11]; // 정렬할 수를 문자열로 입력 받음
    scanf(""%s"", str);

    int len = strlen(str);
    qsort(str, len, sizeof(char), desc); // qsort 함수를 이용한 내림차순 정렬

    printf(""%s\n"", str);

    return 0;
}","[['1', '1'], ['10', '10'], ['1234', '4321'], ['111111111', '111111111'], ['369258', '986532'], ['9876543210', '9876543210'], ['111222333\n', '333222111'], ['36900123\n', '96332100'], ['52555\n', '55552'], ['8\n', '8']]"
41,14,집합과 맵,7,대칭 차집합,1269,"자연수를 원소로 갖는 공집합이 아닌 두 집합 A와 B가 있다. 이때, 두 집합의 대칭 차집합의 원소의 개수를 출력하는 프로그램을 작성하시오. 두 집합 A와 B가 있을 때, (A-B)와 (B-A)의 합집합을 A와 B의 대칭 차집합이라고 한다.","첫째 줄에 집합 A의 원소의 개수와 집합 B의 원소의 개수가 빈 칸을 사이에 두고 주어진다. 둘째 줄에는 집합 A의 모든 원소가, 셋째 줄에는 집합 B의 모든 원소가 빈 칸을 사이에 두고 각각 주어진다. 각 집합의 원소의 개수는 200,000을 넘지 않으며, 모든 원소의 값은 100,000,000을 넘지 않는다.",첫째 줄에 대칭 차집합의 원소의 개수를 출력한다.,"[['3 5\n1 2 4\n2 3 4 5 6', '4']]","#include <stdio.h>
#include <stdlib.h>

int cmp(const void *a, const void *b) {
    return *(int*)a - *(int*)b;
}

int main() {
    int n, m;
    scanf(""%d %d"", &n, &m);
    int a[n], b[m];
    for (int i = 0; i < n; i++) {
        scanf(""%d"", &a[i]);
    }
    for (int i = 0; i < m; i++) {
        scanf(""%d"", &b[i]);
    }
    qsort(a, n, sizeof(int), cmp);
    qsort(b, m, sizeof(int), cmp);
    int cnt = 0;
    int i = 0, j = 0;
    while (i < n && j < m) {
        if (a[i] == b[j]) {
            i++;
            j++;
        }
        else if (a[i] > b[j]) {
            j++;
            cnt++;
        }
        else {
            i++;
            cnt++;
        }
    }
    cnt += n - i + m - j; // 남은 숫자들이 대칭 차집합 원소임
    printf(""%d"", cnt);
    return 0;
}","[['1 1\n1\n2', '2'], ['3 5\n1 2 4\n2 3 4 5 6', '4'], ['4 3\n10 20 30 40\n50 60 70', '7'], ['5 5\n1 3 5 7 9\n2 4 6 8 10', '10'], ['10 10\n1 2 3 4 5 6 7 8 9 10\n1 2 3 4 5 6 7 8 9 10', '0'], ['10 10\n1 4 6 7 10 12 13 14 15 17\n2 3 5 7 8 9 11 13 15 18', '14'], ['5 5\n5 10 20 40 50\n5 10 20 30 40', '2'], ['3 3\n1 3 5\n2 4 6', '6'], ['5 5\n1 2 3 4 5\n6 7 8 9 10', '10'], ['5 3\n1 5 6 7 8\n2 6 8', '4']]"
42,15,"약수, 배수와 소수 2",1,최소공배수,1934,"두 자연수 A와 B에 대해서, A의 배수이면서 B의 배수인 자연수를 A와 B의 공배수라고 한다. 이런 공배수 중에서 가장 작은 수를 최소공배수라고 한다. 예를 들어, 6과 15의 공배수는 30, 60, 90등이 있으며, 최소 공배수는 30이다.","첫째 줄에 테스트 케이스의 개수 T(1 ≤ T ≤ 1,000)가 주어진다. 둘째 줄부터 T개의 줄에 걸쳐서 A와 B가 주어진다. (1 ≤ A, B ≤ 45,000)",첫째 줄부터 T개의 줄에 A와 B의 최소공배수를 입력받은 순서대로 한 줄에 하나씩 출력한다.,"[['3\n1 45000\n6 10\n13 17', '45000\n30\n221']]","#include <stdio.h>

int gcd(int a, int b) { // 최대공약수 함수
    if (a % b == 0) {
        return b;
    }
    return gcd(b, a % b);
}

int lcm(int a, int b) { // 최소공배수 함수
    return a * b / gcd(a, b);
}

int main() {
    int T;
    scanf(""%d"", &T);

    for (int i = 0; i < T; i++) {
        int A, B;
        scanf(""%d %d"", &A, &B);
        printf(""%d\n"", lcm(A, B));
    }

    return 0;
}","[['1\n1 1000', '1000'], ['1\n45000 1', '45000'], ['1\n12 36', '36'], ['1\n37 44', '1628'], ['1\n13 23', '299'], ['1\n38 47', '1786'], ['1\n40 40', '40'], ['1\n999 1000', '999000'], ['1\n2 17', '34'], ['1\n450 900', '900']]"
43,15,"약수, 배수와 소수 2",3,분수 합,1735,"분수 A/B는 분자가 A, 분모가 B인 분수를 의미한다. A와 B는 모두 자연수라고 하자.","첫째 줄과 둘째 줄에, 각 분수의 분자와 분모를 뜻하는 두 개의 자연수가 순서대로 주어진다. 입력되는 네 자연수는 모두 30,000 이하이다.",첫째 줄에 구하고자 하는 기약분수의 분자와 분모를 뜻하는 두 개의 자연수를 빈 칸을 사이에 두고 순서대로 출력한다.,"[['2 7\n3 5', '31 35']]","#include <stdio.h>

int gcd(int a, int b) { // 최대공약수
    while (b != 0) {
        int r = a % b;
        a = b;
        b = r;
    }
    return a;
}

int main() {
    int a1, b1, a2, b2;
    scanf(""%d %d %d %d"", &a1, &b1, &a2, &b2);

    int numerator = (a1 * b2) + (a2 * b1); // 분자
    int denominator = b1 * b2; // 분모

    int g = gcd(numerator, denominator); // 최대공약수 구하기
    numerator /= g;
    denominator /= g;

    printf(""%d %d"", numerator, denominator);
    return 0;
}","[['1 1\n1 1', '2 1'], ['99 100\n1 1', '199 100'], ['1 100\n1 1', '101 100'], ['3 4\n2 5', '23 20'], ['1 1\n3 1', '4 1'], ['1 2\n1 3', '5 6'], ['3 4\n5 6', '19 12'], ['1 3\n2 5', '11 15'], ['20 14\n10 21', '40 21'], ['3 7\n2 5', '29 35']]"
44,15,"약수, 배수와 소수 2",6,소수 구하기,1929,M이상 N이하의 소수를 모두 출력하는 프로그램을 작성하시오.,"첫째 줄에 자연수 M과 N이 빈 칸을 사이에 두고 주어진다. (1 ≤ M ≤ N ≤ 1,000,000) M이상 N이하의 소수가 하나 이상 있는 입력만 주어진다.","한 줄에 하나씩, 증가하는 순서대로 소수를 출력한다.","[['3 16', '3\n5\n7\n11\n13']]","#include <stdio.h>

int main() {
    int m, n;
    scanf(""%d %d"", &m, &n);

    // 에라토스테네스의 체 알고리즘을 이용하여 소수를 구함
    int arr[1000001] = {0,}; // 1~1000000사이의 숫자들이 소수인지 아닌지를 판별하는 배열
    for(int i=2; i<=n; i++) {
        if(arr[i] == 0) { // 아직 소수가 아니라고 판별되지 않았다면
            if(i >= m) printf(""%d\n"", i); // M 이상의 소수이면 출력
            for(int j=i*2; j<=n; j+=i) { // i의 배수인 숫자들은 소수가 아님
                arr[j] = 1;
            }
        }
    }

    return 0;
}","[['2 2', '2'], ['3 3', '3'], ['1 100', '2\n3\n5\n7\n11\n13\n17\n19\n23\n29\n31\n37\n41\n43\n47\n53\n59\n61\n67\n71\n73\n79\n83\n89\n97'], ['500 550', '503\n509\n521\n523\n541\n547'], ['1 10', '2\n3\n5\n7'], ['1 2', '2'], ['1 5', '2\n3\n5'], ['100 200', '101\n103\n107\n109\n113\n127\n131\n137\n139\n149\n151\n157\n163\n167\n173\n179\n181\n191\n193\n197\n199'], ['1 3', '2\n3'], ['5 5', '5']]"
