,main_level,main_level_tag,sub_level,sub_level_tag,problem_idx,problem_comment,input_comment,output_comment,sample_data,chatGPT_output_code
41,30,스택 2,4,히스토그램,1725,히스토그램에 대해서 알고 있는가? 히스토그램은 아래와 같은 막대그래프를 말한다.,"첫 행에는 N (1 ≤ N ≤ 100,000) 이 주어진다. N은 히스토그램의 가로 칸의 수이다. 다음 N 행에 걸쳐 각 칸의 높이가 왼쪽에서부터 차례대로 주어진다. 각 칸의 높이는 1,000,000,000보다 작거나 같은 자연수 또는 0이다.",첫째 줄에 가장 큰 직사각형의 넓이를 출력한다. 이 값은 20억을 넘지 않는다.,"[['7\n2\n1\n4\n5\n1\n3\n3', '8']]","#include <stdio.h>
#include <stack>

using namespace std;

int histogram[100000]; // 히스토그램 높이 저장 배열

int main() {
    int n;
    scanf(""%d"", &n);

    for(int i=0; i<n; i++) {
        scanf(""%d"", &histogram[i]);
    }

    stack<int> s; // 스택 생성
    int max_area = 0; // 최대 직사각형의 넓이
    for(int i=0; i<=n; i++) { // 마지막에 0을 더해야 스택을 비울 수 있음
        while(!s.empty() && histogram[s.top()] > histogram[i]) { // 스택이 비어있지 않고, top의 높이가 i의 높이보다 높은 경우
            int height = histogram[s.top()]; // 높이
            s.pop(); // top에서 높이를 얻었으므로 pop
            int width = (s.empty() ? i : i-s.top()-1); // 넓이
            max_area = (max_area < height*width) ? height*width : max_area; // 최대 넓이
        }
        s.push(i); // 스택에 인덱스 삽입
    }

    printf(""%d"", max_area);

    return 0;
}"
42,29,동적 계획법 2,2,행렬 곱셈 순서,11049,크기가 N×M인 행렬 A와 M×K인 B를 곱할 때 필요한 곱셈 연산의 수는 총 N×M×K번이다. 행렬 N개를 곱하는데 필요한 곱셈 연산의 수는 행렬을 곱하는 순서에 따라 달라지게 된다.,첫째 줄에 행렬의 개수 N(1 ≤ N ≤ 500)이 주어진다.,"첫째 줄에 입력으로 주어진 행렬을 곱하는데 필요한 곱셈 연산의 최솟값을 출력한다. 정답은 231-1 보다 작거나 같은 자연수이다. 또한, 최악의 순서로 연산해도 연산 횟수가 231-1보다 작거나 같다.","[['3\n5 3\n3 2\n2 6', '90']]","#include <stdio.h>
#include <limits.h> // INT_MAX 사용을 위해

#define MAX_N 500
#define INF INT_MAX // 최댓값으로 INF를 정의

int N;
int matrix[MAX_N+1][2]; // 행렬의 크기를 저장하는 배열
int dp[MAX_N+1][MAX_N+1]; // dp 테이블

int min(int a, int b) {
    return (a < b) ? a : b;
}

int main() {
    scanf(""%d"", &N);
    for (int i = 1; i <= N; i++) {
        scanf(""%d %d"", &matrix[i][0], &matrix[i][1]);
    }

    // dp 테이블 초기화
    for (int i = 1; i <= N; i++) {
        for (int j = 1; j <= N; j++) {
            if (i == j) {
                dp[i][j] = 0;
            }
            else {
                dp[i][j] = INF;
            }
        }
    }

    // dp 테이블 채우기
    for (int len = 1; len < N; len++) {
        for (int i = 1; i <= N - len; i++) {
            int j = i + len;
            for (int k = i; k < j; k++) {
                int cost = dp[i][k] + dp[k+1][j] + matrix[i][0] * matrix[k][1] * matrix[j][1];
                dp[i][j] = min(dp[i][j], cost);
            }
        }
    }

    printf(""%d"", dp[1][N]);
    return 0;
}"
43,29,동적 계획법 2,3,내리막 길,1520,"여행을 떠난 세준이는 지도를 하나 구하였다. 이 지도는 아래 그림과 같이 직사각형 모양이며 여러 칸으로 나뉘어져 있다. 한 칸은 한 지점을 나타내는데 각 칸에는 그 지점의 높이가 쓰여 있으며, 각 지점 사이의 이동은 지도에서 상하좌우 이웃한 곳끼리만 가능하다.","첫째 줄에는 지도의 세로의 크기 M과 가로의 크기 N이 빈칸을 사이에 두고 주어진다. 이어 다음 M개 줄에 걸쳐 한 줄에 N개씩 위에서부터 차례로 각 지점의 높이가 빈 칸을 사이에 두고 주어진다. M과 N은 각각 500이하의 자연수이고, 각 지점의 높이는 10000이하의 자연수이다.",첫째 줄에 이동 가능한 경로의 수 H를 출력한다. 모든 입력에 대하여 H는 10억 이하의 음이 아닌 정수이다.,"[['4 5\n50 45 37 32 30\n35 50 40 20 25\n30 30 25 17 28\n27 24 22 15 10', '3']]","#include <stdio.h>

int m, n;
int map[501][501];
long long dp[501][501];

int dx[4] = {0, 0, 1, -1};
int dy[4] = {1, -1, 0, 0};

long long dfs(int x, int y) {
    if (dp[x][y] != -1) return dp[x][y]; // 이미 방문한 곳이면 계산된 값을 반환
    dp[x][y] = 0;

    for (int i = 0; i < 4; i++) {
        int nx = x + dx[i]; // 다음 이동할 x 좌표
        int ny = y + dy[i]; // 다음 이동할 y 좌표

        if (nx >= 0 && nx < m && ny >= 0 && ny < n) { // 범위 내에 있을 때
            if (map[nx][ny] < map[x][y]) // 이동할 수 있는 경우
                dp[x][y] += dfs(nx, ny); // 다음 좌표에서부터 계산
        }
    }

    return dp[x][y];
}

int main() {
    scanf(""%d %d"", &m, &n);

    for (int i = 0; i < m; i++) {
        for (int j = 0; j < n; j++) {
            scanf(""%d"", &map[i][j]);
            dp[i][j] = -1; // dp 배열을 -1로 초기화
            // -1인 경우는 방문하지 않은 곳을 의미
        }
    }

    dp[m - 1][n - 1] = 1; // 도착점은 1가지 방법으로 갈 수 있음
    printf(""%lld"", dfs(0, 0)); // 출발점에서부터 계산

    return 0;
}"
44,17,조합론,4,이항 계수 1,11050,"자연수
N
\(N\)과 정수
K
\(K\)가 주어졌을 때 이항 계수
(
N
K
)
\(\binom{N}{K}\)를 구하는 프로그램을 작성하시오.","첫째 줄에
N
\(N\)과
K
\(K\)가 주어진다. (1 ≤
N
\(N\) ≤ 10, 0 ≤
K
\(K\) ≤
N
\(N\))"," (
N
K
)
\(\binom{N}{K}\)를 출력한다.","[['5 2', '10']]","#include <stdio.h>

int main() {
    int n, k, i, j;
    int bin_coef[11][11] = {0}; // 이항 계수 저장 배열

    scanf(""%d %d"", &n, &k);

    // 이항 계수 구하기
    for (i = 0; i <= n; i++) {
        bin_coef[i][0] = 1; // nC0 = 1
        bin_coef[i][i] = 1; // nCn = 1
    }
    for (i = 2; i <= n; i++) {
        for (j = 1; j < i; j++) {
            bin_coef[i][j] = bin_coef[i - 1][j - 1] + bin_coef[i - 1][j]; // 파스칼의 삼각형 이용
        }
    }

    printf(""%d\n"", bin_coef[n][k]);

    return 0;
}"
45,17,조합론,5,다리 놓기,1010,재원이는 한 도시의 시장이 되었다. 이 도시에는 도시를 동쪽과 서쪽으로 나누는 큰 일직선 모양의 강이 흐르고 있다. 하지만 재원이는 다리가 없어서 시민들이 강을 건너는데 큰 불편을 겪고 있음을 알고 다리를 짓기로 결심하였다. 강 주변에서 다리를 짓기에 적합한 곳을 사이트라고 한다. 재원이는 강 주변을 면밀히 조사해 본 결과 강의 서쪽에는 N개의 사이트가 있고 동쪽에는 M개의 사이트가 있다는 것을 알았다. (N ≤ M),"입력의 첫 줄에는 테스트 케이스의 개수 T가 주어진다. 그 다음 줄부터 각각의 테스트케이스에 대해 강의 서쪽과 동쪽에 있는 사이트의 개수 정수 N, M (0 < N ≤ M < 30)이 주어진다.",각 테스트 케이스에 대해 주어진 조건하에 다리를 지을 수 있는 경우의 수를 출력한다.,"[['3\n2 2\n1 5\n13 29', '1\n5\n67863915']]","#include <stdio.h>

int main() {
    int T, i;
    scanf(""%d"", &T); // 테스트 케이스의 개수 입력
    for(i=0; i<T; i++) {
        int N, M, j;
        scanf(""%d %d"", &N, &M); // 각각의 테스트 케이스에 대해 강의 서쪽과 동쪽에 있는 사이트의 개수 입력
        int dp[31][31] = {0}; // 다리를 지을 수 있는 경우의 수를 저장할 DP 배열 초기화
        for(j=1; j<=M; j++) dp[1][j] = j; // 초기값 설정
        for(j=2; j<=N; j++) {
            for(int k=j; k<=M; k++) {
                for(int l=j-1; l<k; l++) {
                    dp[j][k] += dp[j-1][l]; // 점화식 적용
                }
            }
        }
        printf(""%d\n"", dp[N][M]); // 각각의 테스트 케이스에 대해 다리를 지을 수 있는 경우의 수 출력
    }
    return 0;
}"
46,18,심화 2,1,약수,1037,"양수 A가 N의 진짜 약수가 되려면, N이 A의 배수이고, A가 1과 N이 아니어야 한다. 어떤 수 N의 진짜 약수가 모두 주어질 때, N을 구하는 프로그램을 작성하시오.","첫째 줄에 N의 진짜 약수의 개수가 주어진다. 이 개수는 50보다 작거나 같은 자연수이다. 둘째 줄에는 N의 진짜 약수가 주어진다. 1,000,000보다 작거나 같고, 2보다 크거나 같은 자연수이고, 중복되지 않는다.",첫째 줄에 N을 출력한다. N은 항상 32비트 부호있는 정수로 표현할 수 있다.,"[['2\n4 2', '8'], ['1\n2', '4'], ['6\n3 4 2 12 6 8', '24'], ['14\n14 26456 2 28 13228 3307 7 23149 8 6614 46298 56 4 92596', '185192']]","#include <stdio.h>
#include <algorithm>

int main() {
    int n;
    scanf(""%d"", &n);

    int arr[n];
    for (int i = 0; i < n; i++) {
        scanf(""%d"", &arr[i]);
    }

    std::sort(arr, arr+n); // 입력 받은 진짜 약수를 오름차순으로 정렬
    int res = arr[0] * arr[n-1]; // 진짜 약수 중 가장 작은 값과 큰 값의 곱이 N이 됨

    printf(""%d\n"", res);

    return 0;
}"
47,10,기하: 직사각형과 삼각형,1,직사각형,27323,"정수 A, B 가 주어진다. 세로 길이가 A cm, 가로 길이가 B cm 인 아래와 같은 직사각형의 넓이를 cm2 단위로 구하시오.",표준 입력에 다음과 같은 형태로 입력이 주어진다.,"세로 길이가 A cm, 가로 길이가 B cm인 직사각형의 넓이를 cm2 단위로 구하고, 단위 (cm2)를 생략하여 출력한다.","[['2\n3', '6'], ['100\n1', '100'], ['4\n4', '16']]","#include <stdio.h>

int main() {
    int a, b, area;
    scanf(""%d %d"", &a, &b);
    area = a * b;
    printf(""%d"", area);
    return 0;
}"
48,10,기하: 직사각형과 삼각형,2,직사각형에서 탈출,1085,"한수는 지금 (x, y)에 있다. 직사각형은 각 변이 좌표축에 평행하고, 왼쪽 아래 꼭짓점은 (0, 0), 오른쪽 위 꼭짓점은 (w, h)에 있다. 직사각형의 경계선까지 가는 거리의 최솟값을 구하는 프로그램을 작성하시오.","첫째 줄에 x, y, w, h가 주어진다.",첫째 줄에 문제의 정답을 출력한다.,"[['6 2 10 3', '1'], ['1 1 5 5', '1'], ['653 375 1000 1000', '347'], ['161 181 762 375', '161']]","#include <stdio.h>

int main() {
    int x, y, w, h;
    scanf(""%d %d %d %d"", &x, &y, &w, &h);
    int min_distance = w - x > h - y ? h - y : w - x;
    min_distance = min_distance > x ? x : min_distance;
    min_distance = min_distance > y ? y : min_distance;
    printf(""%d\n"", min_distance);
    return 0;
}"
49,10,기하: 직사각형과 삼각형,3,네 번째 점,3009,"세 점이 주어졌을 때, 축에 평행한 직사각형을 만들기 위해서 필요한 네 번째 점을 찾는 프로그램을 작성하시오.","세 점의 좌표가 한 줄에 하나씩 주어진다. 좌표는 1보다 크거나 같고, 1000보다 작거나 같은 정수이다.",직사각형의 네 번째 점의 좌표를 출력한다.,"[['5 5\n5 7\n7 5', '7 7'], ['30 20\n10 10\n10 20', '30 10']]","#include <stdio.h>

int main() {
    int x[3], y[3];
    for (int i = 0; i < 3; i++) {
        scanf(""%d %d"", &x[i], &y[i]);
    }
    int x4 = x[0] == x[1] ? x[2] : (x[0] == x[2] ? x[1] : x[0]);
    int y4 = y[0] == y[1] ? y[2] : (y[0] == y[2] ? y[1] : y[0]);
    printf(""%d %d"", x4, y4);
    return 0;
}"
50,10,기하: 직사각형과 삼각형,5,대지,9063," 임씨는 1950 년 한국전쟁으로 많은 손해를 본 사람들 중 하나다. 전쟁 통에 손해보지 않은 사람이 어디 있을까 만은 그는 6.25 가 일어나기 전만 해도 충청도 지방에 넓은 대지를 소유한 큰 부자였다. 전쟁이 나자 임씨는 땅문서와 값 나가는 것들만 챙겨서 일본으로 피난을 가지만 피난 중에 그만 땅문서를 잃어버리고 만다. 전쟁이 끝난 후에 임씨의 땅은 이미 다른 사람들의 논밭이 되어 있었고, 임씨는 땅을 되찾으려 했지만 문서가 없으니 생떼 쓰는 것과 다를 바 없었다. 이러다가 임씨는 길바닥에 나앉게 생겼다.","첫째 줄에는 점의 개수 N (1 ≤ N ≤ 100,000) 이 주어진다. 이어지는 N 줄에는 각 점의 좌표가 두 개의 정수로 한 줄에 하나씩 주어진다. 각각의 좌표는 -10,000 이상 10,000 이하의 정수이다. ",첫째 줄에 N 개의 점을 둘러싸는 최소 크기의 직사각형의 넓이를 출력하시오. ,"[['3\n20 24\n40 21\n10 12', '360'], ['1\n15 13', '0'], ['4\n2 1\n3 2\n5 2\n3 4', '9']]","#include <stdio.h>
#include <limits.h>

int main() {
    int n, x, y, min_x = INT_MAX, min_y = INT_MAX, max_x = INT_MIN, max_y = INT_MIN; // x, y 좌표의 최솟값과 최댓값을 저장하기 위한 변수
    scanf(""%d"", &n);
    for (int i = 0; i < n; i++) {
        scanf(""%d %d"", &x, &y);
        if (x < min_x) min_x = x; // x 좌표의 최솟값 찾기
        if (x > max_x) max_x = x; // x 좌표의 최댓값 찾기
        if (y < min_y) min_y = y; // y 좌표의 최솟값 찾기
        if (y > max_y) max_y = y; // y 좌표의 최댓값 찾기
    }
    int width = max_x - min_x; // 가로 길이
    int height = max_y - min_y ; // 세로 길이
    printf(""%d"", width * height); // 직사각형의 넓이 출력
    return 0;
}"
51,10,기하: 직사각형과 삼각형,6,삼각형 외우기,10101,창영이는 삼각형의 종류를 잘 구분하지 못한다. 따라서 프로그램을 이용해 이를 외우려고 한다.,"총 3개의 줄에 걸쳐 삼각형의 각의 크기가 주어진다. 모든 정수는 0보다 크고, 180보다 작다.","문제의 설명에 따라 Equilateral, Isosceles, Scalene, Error 중 하나를 출력한다.","[['60\n70\n50', 'Scalene']]","#include <stdio.h>

int main() {
    int a, b, c;
    scanf(""%d %d %d"", &a, &b, &c);

    if (a + b + c != 180) {
        printf(""Error\n"");
    } else if (a == b && b == c) {
        printf(""Equilateral\n"");
    } else if (a == b || b == c || c == a) {
        printf(""Isosceles\n"");
    } else {
        printf(""Scalene\n"");
    }

    return 0;
}"
52,10,기하: 직사각형과 삼각형,7,삼각형과 세 변,5073,삼각형의 세 변의 길이가 주어질 때 변의 길이에 따라 다음과 같이 정의한다.,"각 줄에는 1,000을 넘지 않는 양의 정수 3개가 입력된다. 마지막 줄은 0 0 0이며 이 줄은 계산하지 않는다.","각 입력에 맞는 결과 (Equilateral, Isosceles, Scalene, Invalid) 를 출력하시오.","[['7 7 7\n6 5 4\n3 2 5\n6 2 6\n0 0 0', 'Equilateral\nScalene\nInvalid\nIsosceles']]","#include <stdio.h>

int main() {
    int a, b, c;

    while (1) {
        scanf(""%d %d %d"", &a, &b, &c);
        if (a == 0 && b == 0 && c == 0) break; // 입력이 0 0 0이면 종료

        if (a + b <= c || b + c <= a || c + a <= b) {
            printf(""Invalid\n"");
        } else if (a == b && b == c) {
            printf(""Equilateral\n"");
        } else if (a == b || b == c || c == a) {
            printf(""Isosceles\n"");
        } else {
            printf(""Scalene\n"");
        }
    }

    return 0;
}"
53,12,브루트 포스,1,블랙잭,2798,"카지노에서 제일 인기 있는 게임 블랙잭의 규칙은 상당히 쉽다. 카드의 합이 21을 넘지 않는 한도 내에서, 카드의 합을 최대한 크게 만드는 게임이다. 블랙잭은 카지노마다 다양한 규정이 있다.","첫째 줄에 카드의 개수 N(3 ≤ N ≤ 100)과 M(10 ≤ M ≤ 300,000)이 주어진다. 둘째 줄에는 카드에 쓰여 있는 수가 주어지며, 이 값은 100,000을 넘지 않는 양의 정수이다.",첫째 줄에 M을 넘지 않으면서 M에 최대한 가까운 카드 3장의 합을 출력한다.,"[['5 21\n5 6 7 8 9', '21'], ['10 500\n93 181 245 214 315 36 185 138 216 295', '497']]","#include <stdio.h>
#include <algorithm>

using namespace std;

int n, m, result;
int card[100];

int main() {
    scanf(""%d %d"", &n, &m);
    for (int i = 0; i < n; i++) {
        scanf(""%d"", &card[i]);
    }

    // 3개의 카드 중 하나를 선택하는 3중 반복문
    for (int i = 0; i < n; i++) {
        for (int j = i+1; j < n; j++) {
            for (int k = j+1; k < n; k++) {
                int sum = card[i] + card[j] + card[k];
                if (sum <= m) { // sum이 m을 넘지 않으면서 최대인 경우 갱신
                    result = max(result, sum);
                }
            }
        }
    }

    printf(""%d"", result);
    return 0;
}"
54,12,브루트 포스,2,분해합,2231,"어떤 자연수 N이 있을 때, 그 자연수 N의 분해합은 N과 N을 이루는 각 자리수의 합을 의미한다. 어떤 자연수 M의 분해합이 N인 경우, M을 N의 생성자라 한다. 예를 들어, 245의 분해합은 256(=245+2+4+5)이 된다. 따라서 245는 256의 생성자가 된다. 물론, 어떤 자연수의 경우에는 생성자가 없을 수도 있다. 반대로, 생성자가 여러 개인 자연수도 있을 수 있다.","첫째 줄에 자연수 N(1 ≤ N ≤ 1,000,000)이 주어진다.",첫째 줄에 답을 출력한다. 생성자가 없는 경우에는 0을 출력한다.,"[['216', '198']]","#include <iostream>
using namespace std;

int main() {
    int n;
    cin >> n;

    for (int i = 1; i <= n; i++) { // 1부터 n까지 모든 수에 대해서
        int sum = i, num = i;
        while (num > 0) { // 각 자리수의 합 구하기
            sum += num % 10;
            num /= 10;
        }
        if (sum == n) { // 분해합이 n인 경우
            cout << i << '\n'; // i는 n의 생성자이므로 출력하고 종료
            return 0;
        }
    }

    cout << 0 << '\n'; // 생성자를 찾지 못한 경우 0 출력
    return 0;
}"
55,12,브루트 포스,4,체스판 다시 칠하기,1018,"지민이는 자신의 저택에서 MN개의 단위 정사각형으로 나누어져 있는 M×N 크기의 보드를 찾았다. 어떤 정사각형은 검은색으로 칠해져 있고, 나머지는 흰색으로 칠해져 있다. 지민이는 이 보드를 잘라서 8×8 크기의 체스판으로 만들려고 한다.","첫째 줄에 N과 M이 주어진다. N과 M은 8보다 크거나 같고, 50보다 작거나 같은 자연수이다. 둘째 줄부터 N개의 줄에는 보드의 각 행의 상태가 주어진다. B는 검은색이며, W는 흰색이다.",첫째 줄에 지민이가 다시 칠해야 하는 정사각형 개수의 최솟값을 출력한다.,"[['8 8\nWBWBWBWB\nBWBWBWBW\nWBWBWBWB\nBWBBBWBW\nWBWBWBWB\nBWBWBWBW\nWBWBWBWB\nBWBWBWBW', '1'], ['10 13\nBBBBBBBBWBWBW\nBBBBBBBBBWBWB\nBBBBBBBBWBWBW\nBBBBBBBBBWBWB\nBBBBBBBBWBWBW\nBBBBBBBBBWBWB\nBBBBBBBBWBWBW\nBBBBBBBBBWBWB\nWWWWWWWWWWBWB\nWWWWWWWWWWBWB', '12'], ['8 8\nBWBWBWBW\nWBWBWBWB\nBWBWBWBW\nWBWBWBWB\nBWBWBWBW\nWBWBWBWB\nBWBWBWBW\nWBWBWBWB', '0'], ['9 23\nBBBBBBBBBBBBBBBBBBBBBBB\nBBBBBBBBBBBBBBBBBBBBBBB\nBBBBBBBBBBBBBBBBBBBBBBB\nBBBBBBBBBBBBBBBBBBBBBBB\nBBBBBBBBBBBBBBBBBBBBBBB\nBBBBBBBBBBBBBBBBBBBBBBB\nBBBBBBBBBBBBBBBBBBBBBBB\nBBBBBBBBBBBBBBBBBBBBBBB\nBBBBBBBBBBBBBBBBBBBBBBW', '31'], ['10 10\nBBBBBBBBBB\nBBWBWBWBWB\nBWBWBWBWBB\nBBWBWBWBWB\nBWBWBWBWBB\nBBWBWBWBWB\nBWBWBWBWBB\nBBWBWBWBWB\nBWBWBWBWBB\nBBBBBBBBBB', '0'], ['8 8\nWBWBWBWB\nBWBWBWBW\nWBWBWBWB\nBWBBBWBW\nWBWBWBWB\nBWBWBWBW\nWBWBWWWB\nBWBWBWBW', '2'], ['11 12\nBWWBWWBWWBWW\nBWWBWBBWWBWW\nWBWWBWBBWWBW\nBWWBWBBWWBWW\nWBWWBWBBWWBW\nBWWBWBBWWBWW\nWBWWBWBBWWBW\nBWWBWBWWWBWW\nWBWWBWBBWWBW\nBWWBWBBWWBWW\nWBWWBWBBWWBW', '15']]","#include <stdio.h>
#define MAX_N 50
#define MAX_M 50

int N, M;
char board[MAX_N][MAX_M+1]; // 보드 상태를 저장하는 2차원 배열

int paint(int x, int y) { // (x, y)를 왼쪽 위 모서리로 하는 8x8 체스판을 다시 칠해야하는 최소 개수 반환
    int cnt1 = 0, cnt2 = 0; // cnt1: 왼쪽 위 모서리가 W인 경우 칠하는 최소 개수, cnt2: 왼쪽 위 모서리가 B인 경우 칠하는 최소 개수
    for (int i = x; i < x + 8; i++) {
        for (int j = y; j < y + 8; j++) {
            if ((i + j) % 2 == 0) { // (i, j)가 흰색이어야 하는 경우
                if (board[i][j] == 'B') cnt1++;
                else cnt2++;
            } else { // (i, j)가 검은색이어야 하는 경우
                if (board[i][j] == 'W') cnt1++;
                else cnt2++;
            }
        }
    }
    return cnt1 < cnt2 ? cnt1 : cnt2; // 더 적게 칠하는 최소 개수 반환
}

int main() {
    scanf(""%d %d"", &N, &M);
    for (int i = 0; i < N; i++) {
        scanf(""%s"", board[i]);
    }

    int min_cnt = N*M; // 모든 칸을 다시 칠해야하는 경우가 최악의 경우이므로, 최대값으로 초기화
    for (int i = 0; i <= N-8; i++) {
        for (int j = 0; j <= M-8; j++) {
            int cnt = paint(i, j); // (i, j)를 왼쪽 위 모서리로 하는 8x8 체스판을 다시 칠해야하는 최소 개수
            if (cnt < min_cnt) min_cnt = cnt;
        }
    }

    printf(""%d\n"", min_cnt); // 최소값 출력

    return 0;
}"
56,12,브루트 포스,5,영화감독 숌,1436,"666은 종말을 나타내는 수라고 한다. 따라서, 많은 블록버스터 영화에서는 666이 들어간 제목을 많이 사용한다. 영화감독 숌은 세상의 종말 이라는 시리즈 영화의 감독이다. 조지 루카스는 스타워즈를 만들 때, 스타워즈 1, 스타워즈 2, 스타워즈 3, 스타워즈 4, 스타워즈 5, 스타워즈 6과 같이 이름을 지었고, 피터 잭슨은 반지의 제왕을 만들 때, 반지의 제왕 1, 반지의 제왕 2, 반지의 제왕 3과 같이 영화 제목을 지었다. 하지만 숌은 자신이 조지 루카스와 피터 잭슨을 뛰어넘는다는 것을 보여주기 위해서 영화 제목을 좀 다르게 만들기로 했다.","첫째 줄에 N이 주어진다. N은 10,000보다 작거나 같은 자연수이다.",첫째 줄에 N번째 영화의 제목에 들어간 수를 출력한다.,"[['2', '1666'], ['3', '2666'], ['6', '5666'], ['187', '66666'], ['500', '166699']]","#include <stdio.h>

int main() {
    int n, cnt = 0, num = 665; // num 초기값은 665
    scanf(""%d"", &n);

    while(cnt < n) {
        num++; // 1씩 증가시키며
        int temp = num; // temp에 복사
        while(temp >= 666) { // 666 이상이라면
            if(temp % 1000 == 666) { // 뒤 3자리 확인
                cnt++; // 666이 있다면 cnt 증가
                break;
            }
            temp /= 10; // 한 자리씩 앞으로 이동
        }
    }

    printf(""%d"", num);
    return 0;
}"
57,12,브루트 포스,6,설탕 배달,2839,상근이는 요즘 설탕공장에서 설탕을 배달하고 있다. 상근이는 지금 사탕가게에 설탕을 정확하게 N킬로그램을 배달해야 한다. 설탕공장에서 만드는 설탕은 봉지에 담겨져 있다. 봉지는 3킬로그램 봉지와 5킬로그램 봉지가 있다.,첫째 줄에 N이 주어진다. (3 ≤ N ≤ 5000),"상근이가 배달하는 봉지의 최소 개수를 출력한다. 만약, 정확하게 N킬로그램을 만들 수 없다면 -1을 출력한다.","[['18', '4'], ['4', '-1'], ['6', '2'], ['9', '3'], ['11', '3']]","#include <stdio.h>

int main() {
    int n;
    scanf(""%d"", &n);

    int count = -1;
    for (int i = n / 5; i >= 0; i--) {
        if ((n - (i * 5)) % 3 == 0) {
            count = i + (n - (i * 5)) / 3;
            break;
        }
    }

    printf(""%d\n"", count);

    return 0;
}"
58,13,정렬,1,수 정렬하기,2750,"N개의 수가 주어졌을 때, 이를 오름차순으로 정렬하는 프로그램을 작성하시오.","첫째 줄에 수의 개수 N(1 ≤ N ≤ 1,000)이 주어진다. 둘째 줄부터 N개의 줄에는 수가 주어진다. 이 수는 절댓값이 1,000보다 작거나 같은 정수이다. 수는 중복되지 않는다.",첫째 줄부터 N개의 줄에 오름차순으로 정렬한 결과를 한 줄에 하나씩 출력한다.,"[['5\n5\n2\n3\n4\n1', '1\n2\n3\n4\n5']]","#include <stdio.h>
#include <stdlib.h>

int compare(const void* a, const void* b) { // 오름차순 비교 함수
    if (*(int*)a > *(int*)b) return 1;
    else if (*(int*)a < *(int*)b) return -1;
    else return 0;
}

int main() {
    int n;
    scanf(""%d"", &n);

    int arr[n];
    for (int i = 0; i < n; i++) {
        scanf(""%d"", &arr[i]); // 수 입력받음
    }

    qsort(arr, n, sizeof(int), compare); // 퀵 정렬 함수를 이용하여 오름차순으로 정렬

    for (int i = 0; i < n; i++) {
        printf(""%d\n"", arr[i]); // 정렬된 수 출력
    }

    return 0;
}"
59,13,정렬,2,대표값2,2587,"어떤 수들이 있을 때, 그 수들을 대표하는 값으로 가장 흔하게 쓰이는 것은 평균이다. 평균은 주어진 모든 수의 합을 수의 개수로 나눈 것이다. 예를 들어 10, 40, 30, 60, 30의 평균은 (10 + 40 + 30 + 60 + 30) / 5 = 170 / 5 = 34가 된다.",첫째 줄부터 다섯 번째 줄까지 한 줄에 하나씩 자연수가 주어진다. 주어지는 자연수는 100 보다 작은 10의 배수이다.,"첫째 줄에는 평균을 출력하고, 둘째 줄에는 중앙값을 출력한다. 평균과 중앙값은 모두 자연수이다.","[['10\n40\n30\n60\n30', '34\n30']]","#include <stdio.h>
#include <algorithm>

using namespace std;

int arr[5];

int main() {
    int sum = 0;
    for (int i = 0; i < 5; i++) {
        scanf(""%d"", &arr[i]);
        sum += arr[i]; // 입력받은 수들의 합을 구함
    }

    sort(arr, arr + 5); // 수들을 오름차순으로 정렬

    printf(""%d\n%d"", sum / 5, arr[2]); // 평균과 중앙값 출력

    return 0;
}"
60,13,정렬,3,커트라인,25305,"2022 연세대학교 미래캠퍼스 슬기로운 코딩생활에
N
$N$명의 학생들이 응시했다.","첫째 줄에는 응시자의 수
N
$N$과 상을 받는 사람의 수
k
$k$가 공백을 사이에 두고 주어진다.",상을 받는 커트라인을 출력하라.,"[['5 2\n100 76 85 93 98', '98']]","#define _CRT_SECURE_NO_WARNINGS
#include <stdio.h>
#include <stdlib.h>

int cmp(const void *a, const void *b) {
    return *(int*)b - *(int*)a;
}

int main() {
    int n, k;
    scanf(""%d %d"", &n, &k);

    int scores[n];
    for (int i = 0; i < n; i++) {
        scanf(""%d"", &scores[i]);
    }

    qsort(scores, n, sizeof(int), cmp);

    printf(""%d"", scores[k-1]);

    return 0;
}"
61,13,정렬,4,수 정렬하기 2,2751,"N개의 수가 주어졌을 때, 이를 오름차순으로 정렬하는 프로그램을 작성하시오.","첫째 줄에 수의 개수 N(1 ≤ N ≤ 1,000,000)이 주어진다. 둘째 줄부터 N개의 줄에는 수가 주어진다. 이 수는 절댓값이 1,000,000보다 작거나 같은 정수이다. 수는 중복되지 않는다.",첫째 줄부터 N개의 줄에 오름차순으로 정렬한 결과를 한 줄에 하나씩 출력한다.,"[['5\n5\n4\n3\n2\n1', '1\n2\n3\n4\n5']]","#include <stdio.h>
#include <algorithm>

using namespace std;

int arr[1000000];

int main() {
    int n;
    scanf(""%d"", &n);

    for(int i=0; i<n; i++) {
        scanf(""%d"", &arr[i]);
    }

    sort(arr, arr+n); // 오름차순 정렬

    for(int i=0; i<n; i++) {
        printf(""%d\n"", arr[i]);
    }

    return 0;
}"
